Date,Open,High,Low,Close,Adj Close,Volume
2018-09-07,80.010002,81.160004,80.010002,80.300003,79.635246,6633900
2018-09-10,81.389999,82.440002,81.220001,82.099998,81.420349,6965600
2018-09-11,83.199997,83.580002,82.550003,82.629997,81.945961,7166800
2018-09-12,82.699997,83.040001,82.040001,83.000000,82.312897,5384300
2018-09-13,83.209999,83.900002,83.120003,83.470001,82.779007,5382100
2018-09-14,83.580002,83.839996,83.059998,83.489998,82.798836,4884400
2018-09-17,83.489998,83.930000,82.940002,83.260002,82.570747,4861100
2018-09-18,83.239998,85.349998,83.239998,85.260002,84.554192,7277700
2018-09-19,85.690002,85.849998,84.120003,84.430000,83.731056,8053100
2018-09-20,85.089996,85.870003,84.930000,85.370003,84.663284,6620300
2018-09-21,86.000000,86.040001,85.010002,85.550003,84.841797,13852700
2018-09-24,85.160004,85.260002,84.250000,84.269997,83.572380,8770400
2018-09-25,84.860001,85.099998,84.070000,84.790001,84.088081,10519500
2018-09-26,82.610001,84.730003,81.949997,83.699997,83.007103,16357100
2018-09-27,83.769997,84.919998,83.730003,84.540001,83.840149,6080600
2018-09-28,84.290001,85.269997,84.250000,84.720001,84.018661,7452700
2018-10-01,85.099998,85.849998,84.370003,84.459999,83.760811,7876400
2018-10-02,84.339996,84.550003,82.500000,82.769997,82.084793,8446900
2018-10-03,81.930000,82.959999,81.750000,82.500000,81.817032,10046700
2018-10-04,82.339996,82.480003,80.019997,80.180000,79.516243,9161100
2018-10-05,80.089996,80.989998,79.430000,80.120003,79.456741,7019100
2018-10-08,80.040001,80.540001,79.080002,80.230003,79.565834,8058700
2018-10-09,80.370003,81.489998,80.160004,80.419998,79.754257,7643400
2018-10-10,79.660004,80.040001,74.769997,74.940002,74.319618,12977800
2018-10-11,74.769997,77.070000,73.900002,74.510002,73.893181,11532100
2018-10-12,75.970001,76.860001,74.910004,75.910004,75.281593,10393800
2018-10-15,75.769997,76.160004,74.970001,74.989998,74.369202,5789000
2018-10-16,75.599998,77.650002,75.320000,77.480003,76.838593,7744200
2018-10-17,77.519997,77.800003,75.940002,76.480003,75.846870,6816900
2018-10-18,77.400002,77.410004,75.000000,75.599998,74.974152,7622200
2018-10-19,75.830002,76.050003,74.139999,74.209999,73.595665,7301200
2018-10-22,74.650002,75.209999,74.300003,74.900002,74.279953,7042500
2018-10-23,74.190002,74.379997,72.070000,73.349998,72.742783,11423800
2018-10-24,73.470001,74.610001,71.949997,72.120003,71.522972,8333900
2018-10-25,72.690002,73.500000,72.230003,73.099998,72.494850,7648000
2018-10-26,72.000000,72.709999,70.690002,72.070000,71.473381,8371100
2018-10-29,73.260002,74.010002,71.389999,72.190002,71.592384,9874200
2018-10-30,73.070000,74.639999,72.809998,74.510002,73.893181,9470000
2018-10-31,75.500000,76.339996,74.919998,75.040001,74.418793,8755500
2018-11-01,75.230003,76.839996,74.839996,76.790001,76.154305,6117800
2018-11-02,77.529999,78.589996,75.709999,76.580002,75.946045,6995100
2018-11-05,76.489998,77.769997,76.050003,77.529999,76.888176,7143300
2018-11-06,77.339996,77.580002,76.360001,76.570000,75.936127,6424200
2018-11-07,76.940002,78.230003,76.570000,77.970001,77.324539,5403900
2018-11-08,77.690002,78.160004,77.239998,77.779999,77.136108,5425000
2018-11-09,77.709999,77.769997,75.529999,76.360001,75.727875,4737600
2018-11-12,76.349998,76.769997,74.989998,75.099998,74.478287,5204900
2018-11-13,75.529999,76.269997,74.839996,75.199997,74.577469,4584600
2018-11-14,76.320000,77.489998,74.889999,75.199997,74.577469,7984200
2018-11-15,74.440002,74.669998,72.889999,74.330002,73.714668,7858300
2018-11-16,73.760002,75.519997,73.059998,74.739998,74.121277,8064200
2018-11-19,74.690002,74.750000,71.860001,72.519997,71.919647,6744900
2018-11-20,70.489998,72.070000,69.519997,71.120003,70.531242,9053900
2018-11-21,71.989998,72.900002,71.809998,72.370003,71.770897,7326100
2018-11-23,72.050003,72.519997,71.410004,71.489998,70.898186,2582300
2018-11-26,72.339996,73.000000,72.269997,72.709999,72.108078,6458300
2018-11-27,72.279999,72.550003,71.300003,72.089996,71.493210,5008000
2018-11-28,72.300003,74.760002,72.300003,74.660004,74.041946,6167200
2018-11-29,74.639999,74.949997,73.320000,74.339996,73.724579,5436700
2018-11-30,74.180000,75.480003,73.900002,75.120003,74.719261,7947300
2018-12-03,77.099998,79.000000,76.930000,77.940002,77.524208,10211800
2018-12-04,77.419998,78.400002,75.410004,75.790001,75.385674,8800400
2018-12-06,74.370003,75.570000,73.589996,75.540001,75.137009,9693700
2018-12-07,75.040001,75.970001,72.870003,73.339996,72.948738,6133700
2018-12-10,73.099998,73.709999,70.610001,72.510002,72.123184,7235000
2018-12-11,73.870003,74.570000,72.559998,73.570000,73.177521,7794500
2018-12-12,74.519997,75.279999,73.510002,74.320000,73.923523,6950400
2018-12-13,74.500000,74.589996,72.589996,72.930000,72.540932,7454800
2018-12-14,71.970001,73.650002,71.410004,72.529999,72.143066,7221200
2018-12-17,71.370003,71.769997,69.459999,69.900002,69.527100,10647700
2018-12-18,70.900002,72.410004,70.430000,71.150002,70.770432,7533300
2018-12-19,71.449997,72.000000,68.320000,68.970001,68.602058,8426100
2018-12-20,68.730003,69.570000,66.529999,67.529999,67.169746,14488500
2018-12-21,73.290001,74.290001,71.250000,72.370003,71.983925,28487900
2018-12-24,71.400002,71.930000,68.080002,68.099998,67.736702,8551400
2018-12-26,68.699997,73.010002,68.650002,73.010002,72.620506,10019200
2018-12-27,72.180000,73.730003,70.989998,73.669998,73.276985,9004900
2018-12-28,73.970001,74.459999,72.570000,73.339996,72.948738,6197000
2018-12-31,73.980003,74.459999,73.519997,74.139999,73.744476,5519100
2019-01-02,72.790001,74.639999,72.190002,74.059998,73.664902,6762700
2019-01-03,73.250000,73.320000,71.209999,72.750000,72.361900,8007400
2019-01-04,73.449997,75.120003,73.120003,74.650002,74.251762,7844200
2019-01-07,74.739998,76.360001,74.300003,75.720001,75.316055,8184800
2019-01-08,76.830002,77.400002,76.199997,76.730003,76.320663,8809000
2019-01-09,76.970001,77.150002,76.139999,76.589996,76.181404,8591000
2019-01-10,75.639999,77.339996,75.459999,76.419998,76.012314,11148600
2019-01-11,76.339996,76.889999,75.800003,76.040001,75.634346,10689900
2019-01-14,75.459999,76.809998,75.459999,76.089996,75.684074,5677400
2019-01-15,76.190002,77.980003,76.129997,77.879997,77.464523,6212400
2019-01-16,78.000000,78.849998,77.589996,77.680000,77.265602,5697100
2019-01-17,77.540001,79.400002,77.309998,79.129997,78.707855,7737300
2019-01-18,79.949997,80.970001,79.739998,80.449997,80.020813,10404100
2019-01-22,80.330002,81.309998,80.199997,80.750000,80.319221,8781700
2019-01-23,81.190002,81.400002,80.220001,80.500000,80.070549,5823000
2019-01-24,80.599998,80.870003,79.550003,80.440002,80.010872,4753200
2019-01-25,81.250000,81.330002,80.430000,80.610001,80.179962,4457100
2019-01-28,79.800003,80.510002,79.739998,80.320000,79.891518,5452000
2019-01-29,80.360001,80.830002,79.839996,80.220001,79.792046,4187500
2019-01-30,80.400002,81.290001,80.059998,81.279999,80.846390,5200200
2019-01-31,81.180000,81.949997,80.709999,81.879997,81.443184,8599200
2019-02-01,81.830002,81.900002,81.129997,81.510002,81.075165,5351900
2019-02-04,81.220001,82.000000,80.830002,81.989998,81.552605,4236600
2019-02-05,81.980003,83.190002,81.930000,82.860001,82.417961,6545600
2019-02-06,82.510002,82.709999,81.639999,82.709999,82.268761,3682800
2019-02-07,82.150002,82.849998,81.709999,82.389999,81.950462,4827500
2019-02-08,82.250000,82.720001,81.940002,82.360001,81.920624,3786500
2019-02-11,82.949997,83.830002,82.870003,83.680000,83.233582,6158500
2019-02-12,83.970001,84.839996,83.620003,84.709999,84.258095,6290300
2019-02-13,84.760002,85.589996,84.760002,85.400002,84.944412,5032800
2019-02-14,84.610001,85.139999,83.699997,84.680000,84.228249,5179000
2019-02-15,85.489998,85.779999,85.099998,85.379997,84.924515,6111300
2019-02-19,84.580002,85.050003,84.459999,84.570000,84.118835,5105900
2019-02-20,84.629997,84.949997,84.349998,84.839996,84.387390,6436100
2019-02-21,83.570000,84.150002,83.349998,83.949997,83.502144,8579200
2019-02-22,84.199997,85.019997,84.029999,84.760002,84.307823,4449500
2019-02-25,85.389999,85.730003,84.959999,85.169998,84.715637,6229700
2019-02-26,85.309998,86.080002,85.199997,85.800003,85.342278,6678700
2019-02-27,85.529999,86.220001,85.059998,86.169998,85.710304,4588200
2019-02-28,86.080002,86.400002,85.680000,85.730003,85.272652,4988100
2019-03-01,86.930000,87.989998,86.239998,87.160004,86.918076,6314900
2019-03-04,87.320000,87.989998,85.110001,85.639999,85.402290,7339500
2019-03-05,85.879997,86.250000,85.440002,85.440002,85.202850,4976300
2019-03-06,85.599998,85.989998,85.040001,85.129997,84.893707,3198000
2019-03-07,84.970001,85.410004,84.660004,85.260002,85.023346,4321800
2019-03-08,84.580002,84.879997,84.019997,84.800003,84.564629,4669700
2019-03-11,85.389999,85.940002,85.050003,85.820000,85.581795,3999800
2019-03-12,85.779999,86.080002,85.019997,85.430000,85.192871,4431600
2019-03-13,85.699997,86.660004,85.599998,85.930000,85.691490,5037800
2019-03-14,86.150002,86.879997,85.699997,86.870003,86.628883,5906100
2019-03-15,87.220001,87.610001,85.959999,86.800003,86.559074,11031400
2019-03-18,87.300003,87.839996,87.000000,87.820000,87.576241,7750700
2019-03-19,88.220001,88.589996,87.290001,87.690002,87.446602,6642200
2019-03-20,87.500000,87.580002,86.089996,86.690002,86.449379,5991500
2019-03-21,87.239998,88.120003,86.830002,88.010002,87.765717,10386900
2019-03-22,85.199997,85.900002,82.150002,82.190002,81.961868,21659800
2019-03-25,81.480003,83.220001,80.889999,82.330002,82.101479,15558300
2019-03-26,83.629997,84.089996,82.910004,83.379997,83.148560,9611900
2019-03-27,83.690002,83.800003,82.040001,83.089996,82.859367,6485100
2019-03-28,83.930000,84.720001,83.699997,84.040001,83.806732,6032700
2019-03-29,84.599998,84.849998,83.860001,84.209999,83.976257,6492000
2019-04-01,85.040001,85.320000,84.699997,85.230003,84.993431,6737400
2019-04-02,85.000000,85.260002,84.160004,84.370003,84.135818,4433800
2019-04-03,84.900002,84.989998,84.250000,84.470001,84.235542,4080900
2019-04-04,84.489998,85.379997,84.360001,85.279999,85.043289,3660700
2019-04-05,86.000000,86.160004,85.050003,85.400002,85.162956,7367400
2019-04-08,85.010002,85.290001,84.570000,84.730003,84.494820,4705800
2019-04-09,84.220001,84.599998,83.970001,84.279999,84.046066,3804500
2019-04-10,84.639999,85.010002,84.559998,84.879997,84.644402,3918400
2019-04-11,84.900002,85.050003,84.279999,85.000000,84.764069,3347400
2019-04-12,85.300003,86.489998,85.290001,86.239998,86.000626,6037000
2019-04-15,86.889999,87.239998,86.440002,86.830002,86.588989,5034900
2019-04-16,87.000000,87.949997,87.000000,87.800003,87.556297,4652700
2019-04-17,87.949997,88.970001,87.449997,88.730003,88.483719,5694900
2019-04-18,88.760002,90.000000,88.699997,89.199997,88.952408,7016600
2019-04-22,88.349998,88.639999,87.300003,87.360001,87.117516,5390500
2019-04-23,87.570000,87.669998,87.010002,87.430000,87.187325,7513700
2019-04-24,87.669998,88.820000,87.430000,88.389999,88.144661,8063000
2019-04-25,88.400002,88.540001,87.489998,87.559998,87.316963,7069900
2019-04-26,87.949997,88.940002,87.330002,88.309998,88.064880,6219600
2019-04-29,88.180000,88.510002,88.129997,88.260002,88.015022,5008400
2019-04-30,88.290001,88.400002,87.260002,87.830002,87.586212,7614100
2019-05-01,87.730003,87.949997,85.870003,85.900002,85.661575,6524600
2019-05-02,86.209999,86.279999,84.989998,85.269997,85.033318,6813700
2019-05-03,85.900002,86.300003,85.699997,85.699997,85.462120,6798300
2019-05-06,83.769997,83.870003,82.860001,83.570000,83.338036,12836600
2019-05-07,83.019997,83.629997,81.830002,82.540001,82.310898,9811300
2019-05-08,82.430000,83.989998,82.139999,82.769997,82.540253,9501300
2019-05-09,82.209999,83.010002,81.540001,82.980003,82.749680,6336600
2019-05-10,82.779999,84.269997,82.190002,83.949997,83.716980,5450500
2019-05-13,81.650002,82.629997,81.320000,82.529999,82.300926,6445200
2019-05-14,82.779999,84.000000,82.059998,83.669998,83.437759,7529200
2019-05-15,83.169998,84.489998,82.940002,84.010002,83.776817,4862200
2019-05-16,84.510002,85.400002,84.199997,84.279999,84.046066,6745200
2019-05-17,83.510002,85.519997,83.500000,84.570000,84.335258,5068200
2019-05-20,83.800003,83.800003,82.739998,82.849998,82.620033,7181900
2019-05-21,83.360001,83.800003,82.510002,83.639999,83.407845,5762500
2019-05-22,82.989998,83.339996,82.760002,83.199997,82.969063,5237800
2019-05-23,82.500000,83.059998,81.989998,82.639999,82.410622,9704200
2019-05-24,82.199997,83.169998,82.089996,82.160004,81.931953,5999000
2019-05-28,82.849998,83.190002,81.129997,81.199997,80.974609,7927300
2019-05-29,80.709999,80.860001,77.699997,78.870003,78.651085,10116900
2019-05-30,78.919998,79.730003,78.610001,79.260002,79.040001,6177800
2019-05-31,78.000000,78.260002,77.070000,77.139999,77.139999,8891100
2019-06-03,77.239998,78.580002,77.080002,77.959999,77.959999,11665500
2019-06-04,79.300003,81.650002,78.779999,81.620003,81.620003,7526800
2019-06-05,82.290001,82.900002,81.930000,82.720001,82.720001,8173200
2019-06-06,82.720001,83.059998,82.080002,82.449997,82.449997,4953000
2019-06-07,83.089996,83.680000,82.809998,83.410004,83.410004,3891100
2019-06-10,83.750000,84.199997,82.449997,82.580002,82.580002,4419800
2019-06-11,83.650002,84.339996,83.129997,83.260002,83.260002,3939400
2019-06-12,83.480003,84.019997,82.519997,82.629997,82.629997,4025900
2019-06-13,83.150002,83.919998,83.050003,83.610001,83.610001,3383400
2019-06-14,83.510002,83.860001,83.040001,83.440002,83.440002,4355600
2019-06-17,83.339996,83.459999,82.010002,82.110001,82.110001,5101900
2019-06-18,82.699997,84.650002,82.500000,84.300003,84.300003,6456500
2019-06-19,83.730003,83.900002,83.139999,83.550003,83.550003,6217700
2019-06-20,84.900002,85.669998,84.419998,85.239998,85.239998,6163800
2019-06-21,85.160004,85.750000,84.599998,85.750000,85.750000,9289800
2019-06-24,86.000000,86.849998,84.370003,84.500000,84.500000,8043300
2019-06-25,84.599998,84.690002,82.160004,82.620003,82.620003,7339900
2019-06-26,83.150002,83.690002,82.440002,82.550003,82.550003,5838500
2019-06-27,82.930000,83.769997,82.930000,83.660004,83.660004,11436700
2019-06-28,83.989998,84.750000,82.669998,83.949997,83.949997,12443800
2019-07-01,84.930000,86.279999,84.900002,85.410004,85.410004,6607600
2019-07-02,85.360001,85.470001,84.220001,84.959999,84.959999,7187200
2019-07-03,85.330002,86.290001,85.120003,86.199997,86.199997,4012800
2019-07-05,85.800003,86.910004,85.419998,86.820000,86.820000,6440900
2019-07-08,86.059998,88.519997,85.970001,88.480003,88.480003,7052000
2019-07-09,88.099998,88.800003,87.820000,88.040001,88.040001,6219700
2019-07-10,88.480003,88.940002,87.389999,87.440002,87.440002,5985500
2019-07-11,87.709999,88.300003,87.400002,88.290001,88.290001,3942400
2019-07-12,88.180000,89.309998,88.010002,89.120003,89.120003,4240900
2019-07-15,89.059998,89.870003,89.059998,89.480003,89.480003,3750900
2019-07-16,89.500000,89.709999,88.570000,88.599998,88.599998,5812800
2019-07-17,88.419998,88.690002,87.440002,87.500000,87.500000,4461500
2019-07-18,87.629997,87.760002,86.760002,87.440002,87.440002,4609200
2019-07-19,87.730003,87.879997,86.480003,86.550003,86.550003,6635300
